Date,Campaign type,Impressions,Clicks,Spend,Conversions,Revenue,Source,Reach,Channel,Sessions,Website Conversions,CTR,CPC,CVR,ROAS
2024-01-01,Cross-network,143669.0,896.0,656.3,6.5,1410.3,Google Ads,0.0,0.0,0.0,0.0,0.006236557642915312,0.7324776785714285,0.007254464285714286,2.1488648483925035
2024-01-01,Display Network,3.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,Search Network,3701.0,251.0,496.5,4.5,576.4,Google Ads,0.0,0.0,0.0,0.0,0.06781950824101594,1.9780876494023905,0.017928286852589643,1.1609264853977845
2024-01-01,YouTube,36211.0,8.0,115.2,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00022092734252022867,14.4,0.0,0.0
2024-01-02,Cross-network,183496.0,1172.0,1525.0,8.8,3565.7,Google Ads,0.0,0.0,0.0,0.0,0.006387060208396913,1.3011945392491469,0.007508532423208192,2.3381639344262295
2024-01-02,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-02,Search Network,5764.0,492.0,1256.8,9.4,1266.2,Google Ads,0.0,0.0,0.0,0.0,0.08535739070090215,2.554471544715447,0.01910569105691057,1.0074793125397836
2024-01-02,YouTube,36876.0,4.0,120.2,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00010847163466753444,30.05,0.0,0.0
2024-01-03,Cross-network,165282.0,988.0,1342.4,20.3,2511.1,Google Ads,0.0,0.0,0.0,0.0,0.005977662419380211,1.3587044534412955,0.020546558704453443,1.870604886769964
2024-01-03,Display Network,10.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,Search Network,5950.0,536.0,1639.8,14.8,3574.5,Google Ads,0.0,0.0,0.0,0.0,0.09008403361344537,3.059328358208955,0.027611940298507463,2.1798390047566776
2024-01-03,YouTube,36427.0,3.0,120.6,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,8.235649380953688e-05,40.199999999999996,0.0,0.0
2024-01-04,Cross-network,126346.0,812.0,1118.6,17.9,6379.6,Google Ads,0.0,0.0,0.0,0.0,0.006426796257894987,1.3775862068965516,0.022044334975369458,5.703200429107814
2024-01-04,Display Network,12.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Search Network,5063.0,527.0,1324.6,18.2,3933.2,Google Ads,0.0,0.0,0.0,0.0,0.10408848508789255,2.5134724857685007,0.03453510436432637,2.969349237505662
2024-01-04,YouTube,35725.0,0.0,120.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,Cross-network,108205.0,736.0,931.4,18.0,3034.3,Google Ads,0.0,0.0,0.0,0.0,0.006801903793724874,1.2654891304347826,0.024456521739130436,3.257783981103715
2024-01-05,Display Network,9.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,Search Network,4806.0,494.0,1214.6,22.9,6063.9,Google Ads,0.0,0.0,0.0,0.0,0.10278818143986683,2.458704453441295,0.046356275303643724,4.992507821505022
2024-01-05,YouTube,36676.0,2.0,120.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,5.4531573781219325e-05,60.25,0.0,0.0
2024-01-06,Cross-network,82521.0,574.0,431.6,18.0,1745.6,Google Ads,0.0,0.0,0.0,0.0,0.006955805188982199,0.7519163763066202,0.0313588850174216,4.044485634847081
2024-01-06,Display Network,2.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Search Network,2470.0,281.0,490.2,16.5,1267.0,Google Ads,0.0,0.0,0.0,0.0,0.11376518218623481,1.7444839857651244,0.05871886120996441,2.584659322725418
2024-01-06,YouTube,37949.0,1.0,120.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,2.6351155498168594e-05,120.1,0.0,0.0
2024-01-07,Cross-network,65822.0,484.0,324.5,16.4,3441.8,Google Ads,0.0,0.0,0.0,0.0,0.007353164595424022,0.6704545454545454,0.033884297520661154,10.606471494607089
2024-01-07,Display Network,5.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Search Network,2578.0,268.0,412.0,17.0,3019.0,Google Ads,0.0,0.0,0.0,0.0,0.10395655546935609,1.537313432835821,0.06343283582089553,7.327669902912621
2024-01-07,YouTube,38380.0,4.0,119.3,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.00010422094841063054,29.825,0.0,0.0
2024-01-08,Cross-network,82829.0,647.0,819.1,38.7,7824.3,Google Ads,0.0,0.0,0.0,0.0,0.007811273829214406,1.265996908809892,0.059814528593508505,9.552313514833354
2024-01-08,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,Search Network,3655.0,437.0,947.8,54.6,11383.4,Google Ads,0.0,0.0,0.0,0.0,0.11956224350205198,2.168878718535469,0.12494279176201373,12.010339734121123
2024-01-08,YouTube,38573.0,5.0,119.6,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0001296243486376481,23.919999999999998,0.0,0.0
2024-01-09,Cross-network,108980.0,751.0,969.1,33.3,7902.4,Google Ads,0.0,0.0,0.0,0.0,0.006891172692237108,1.2904127829560585,0.04434087882822903,8.154370034052214
2024-01-09,Display Network,7.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,Search Network,4013.0,456.0,1080.4,35.5,6906.1,Google Ads,0.0,0.0,0.0,0.0,0.11363070022427112,2.3692982456140355,0.07785087719298246,6.392169566827101
2024-01-09,YouTube,38372.0,3.0,119.6,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,7.81820077139581e-05,39.86666666666667,0.0,0.0
2024-01-10,Cross-network,156835.0,988.0,1393.1,60.0,12345.6,Google Ads,0.0,0.0,0.0,0.0,0.006299614244269455,1.4100202429149797,0.06072874493927125,8.861962529610222
2024-01-10,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,Search Network,4477.0,536.0,1410.3,58.7,13761.6,Google Ads,0.0,0.0,0.0,0.0,0.1197230288139379,2.63115671641791,0.10951492537313433,9.757923845990215
2024-01-10,YouTube,36964.0,1.0,118.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,2.7053349204631533e-05,118.1,0.0,0.0
2024-01-11,Cross-network,236943.0,1455.0,2028.8,58.5,8877.8,Google Ads,0.0,0.0,0.0,0.0,0.006140717387726162,1.3943642611683849,0.04020618556701031,4.375887223974763
2024-01-11,Display Network,13.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,Search Network,5090.0,509.0,1118.8,48.5,11203.3,Google Ads,0.0,0.0,0.0,0.0,0.1,2.1980353634577603,0.09528487229862476,10.013675366464069
2024-01-11,YouTube,38278.0,1.0,119.2,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,2.6124666910496892e-05,119.2,0.0,0.0
2024-01-12,Cross-network,231939.0,1296.0,1800.9,30.4,8638.6,Google Ads,0.0,0.0,0.0,0.0,0.005587676070001164,1.3895833333333334,0.023456790123456788,4.796823810317064
2024-01-12,Display Network,6.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-12,Search Network,3996.0,432.0,742.7,30.5,6679.6,Google Ads,0.0,0.0,0.0,0.0,0.10810810810810811,1.719212962962963,0.07060185185185185,8.993671738252322
2024-01-12,YouTube,38705.0,4.0,118.4,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0001033458209533652,29.6,0.0,0.0
2024-01-13,Cross-network,277964.0,1683.0,1605.1,35.1,7663.5,Google Ads,0.0,0.0,0.0,0.0,0.006054740901699501,0.9537136066547831,0.02085561497326203,4.774468880443586
2024-01-13,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-13,Search Network,3085.0,271.0,330.8,6.7,1105.3,Google Ads,0.0,0.0,0.0,0.0,0.08784440842787683,1.2206642066420665,0.024723247232472326,3.3412938331318016
2024-01-13,YouTube,38455.0,3.0,119.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,7.801326225458328e-05,39.666666666666664,0.0,0.0
2024-01-14,Cross-network,326220.0,1998.0,2028.4,22.6,2690.2,Google Ads,0.0,0.0,0.0,0.0,0.006124701121942248,1.0152152152152152,0.011311311311311313,1.3262670084795898
2024-01-14,Display Network,3.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Search Network,3601.0,278.0,417.7,11.0,1157.9,Google Ads,0.0,0.0,0.0,0.0,0.07720077756178839,1.5025179856115107,0.039568345323741004,2.7720852286329905
2024-01-14,YouTube,39071.0,2.0,118.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,5.1188861303780296e-05,59.05,0.0,0.0
2024-01-15,Cross-network,434756.0,2489.0,3604.6,64.6,10411.7,Google Ads,0.0,0.0,0.0,0.0,0.005725050373082833,1.4482121333869022,0.02595419847328244,2.8884480941019812
2024-01-15,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,Search Network,5392.0,473.0,1115.5,42.2,9766.8,Google Ads,0.0,0.0,0.0,0.0,0.08772255192878338,2.358350951374207,0.08921775898520085,8.755535634244733
2024-01-15,YouTube,23161.0,2.0,69.6,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,8.635205733776608e-05,34.8,0.0,0.0
2024-01-16,Cross-network,482605.0,2726.0,4215.0,63.2,14963.4,Google Ads,0.0,0.0,0.0,0.0,0.005648511722837517,1.546221570066031,0.02318415260454879,3.5500355871886122
2024-01-16,Display Network,7.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-16,Search Network,5592.0,547.0,1146.7,43.2,6736.5,Google Ads,0.0,0.0,0.0,0.0,0.09781831187410586,2.0963436928702013,0.07897623400365632,5.874683875468736
2024-01-16,YouTube,23294.0,0.0,72.3,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-17,Cross-network,515359.0,2832.0,4682.9,63.8,15741.0,Google Ads,0.0,0.0,0.0,0.0,0.005495198492701204,1.6535663841807908,0.02252824858757062,3.361378632898418
2024-01-17,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-17,Search Network,5685.0,540.0,1402.6,44.4,10774.5,Google Ads,0.0,0.0,0.0,0.0,0.09498680738786279,2.5974074074074074,0.08222222222222222,7.681805218879225
2024-01-17,YouTube,22886.0,2.0,72.4,0.8,113.7,Google Ads,0.0,0.0,0.0,0.0,8.738967054094207e-05,36.2,0.4,1.570441988950276
2024-01-18,Cross-network,485985.0,2512.0,4009.5,59.2,19169.2,Google Ads,0.0,0.0,0.0,0.0,0.005168883813286418,1.596138535031847,0.02356687898089172,4.780945255019329
2024-01-18,Display Network,2.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-18,Search Network,6519.0,573.0,1590.8,38.3,10497.9,Google Ads,0.0,0.0,0.0,0.0,0.0878969167050161,2.776265270506108,0.06684118673647468,6.599132511943676
2024-01-18,YouTube,22712.0,2.0,72.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,8.805917576611483e-05,36.05,0.0,0.0
2024-01-19,Cross-network,473546.0,2463.0,3707.0,54.4,10077.7,Google Ads,0.0,0.0,0.0,0.0,0.005201184256650885,1.5050751116524563,0.02208688591149005,2.7185594820609658
2024-01-19,Display Network,8.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-19,Search Network,5856.0,503.0,1179.7,28.0,5698.8,Google Ads,0.0,0.0,0.0,0.0,0.0858948087431694,2.3453280318091454,0.055666003976143144,4.8307196744935155
2024-01-19,YouTube,22564.0,2.0,72.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,8.863676653075696e-05,36.05,0.0,0.0
2024-01-20,Cross-network,391816.0,2277.0,2594.5,41.5,7980.2,Google Ads,0.0,0.0,0.0,0.0,0.00581140126998387,1.1394378568291612,0.018225735617039964,3.0758142223935248
2024-01-20,Display Network,1.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-20,Search Network,4064.0,298.0,366.7,11.7,1198.7,Google Ads,0.0,0.0,0.0,0.0,0.0733267716535433,1.2305369127516779,0.03926174496644295,3.2688846468502866
2024-01-20,YouTube,21648.0,1.0,71.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.6193643754619364e-05,71.5,0.0,0.0
2024-01-21,Cross-network,425028.0,2323.0,2447.9,29.3,6491.4,Google Ads,0.0,0.0,0.0,0.0,0.005465522271473879,1.0537666810159276,0.012613000430477831,2.6518240124188077
2024-01-21,Display Network,1.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-21,Search Network,4510.0,367.0,520.6,13.4,2759.3,Google Ads,0.0,0.0,0.0,0.0,0.08137472283813747,1.4185286103542234,0.03651226158038147,5.300230503265463
2024-01-21,YouTube,21293.0,0.0,71.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-22,Cross-network,574062.0,2921.0,4732.3,54.2,8599.4,Google Ads,0.0,0.0,0.0,0.0,0.005088300566837728,1.6200958575830195,0.018555289284491613,1.8171713543097436
2024-01-22,Display Network,5.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-22,Search Network,8208.0,564.0,1549.7,43.4,9666.4,Google Ads,0.0,0.0,0.0,0.0,0.06871345029239766,2.747695035460993,0.07695035460992908,6.237594373104471
2024-01-22,YouTube,21677.0,1.0,70.8,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.613184481247405e-05,70.8,0.0,0.0
2024-01-23,Cross-network,604924.0,3082.0,4937.0,50.8,7247.7,Google Ads,0.0,0.0,0.0,0.0,0.005094854890862323,1.6018818948734588,0.016482803374432187,1.4680372695969213
2024-01-23,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-23,Search Network,9025.0,632.0,1624.9,62.0,21010.0,Google Ads,0.0,0.0,0.0,0.0,0.07002770083102493,2.5710443037974686,0.0981012658227848,12.930026463166964
2024-01-23,YouTube,20978.0,1.0,70.1,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.766898655734579e-05,70.1,0.0,0.0
2024-01-24,Cross-network,608893.0,3027.0,5193.1,69.3,13384.7,Google Ads,0.0,0.0,0.0,0.0,0.004971316799503361,1.715592996366039,0.022893954410307234,2.577400781806628
2024-01-24,Display Network,4.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-24,Search Network,20181.0,912.0,3305.1,60.3,15434.2,Google Ads,0.0,0.0,0.0,0.0,0.04519102125761855,3.6240131578947365,0.06611842105263158,4.6698133188103235
2024-01-24,YouTube,21047.0,1.0,69.8,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.751270964983133e-05,69.8,0.0,0.0
2024-01-25,Cross-network,597707.0,3096.0,5209.3,79.4,20348.1,Google Ads,0.0,0.0,0.0,0.0,0.005179795451617598,1.6825904392764859,0.025645994832041344,3.9061102259420646
2024-01-25,Display Network,7.0,0.0,0.0,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-25,Search Network,15704.0,852.0,2874.0,52.8,12394.4,Google Ads,0.0,0.0,0.0,0.0,0.05425369332654101,3.3732394366197185,0.06197183098591549,4.31259568545581
2024-01-25,YouTube,21237.0,1.0,69.5,0.0,0.0,Google Ads,0.0,0.0,0.0,0.0,4.7087630079578097e-05,69.5,0.0,0.0
2024-01-26,Cross-network,501184.0,2632.0,3646.5,62.3,11202.0,Google Ads,0.0,0.0,0.0,0.0,0.00525156429574767,1.3854483282674772,0.023670212765957446,3.071986836692719
